Image,Country,Title,Offers,Link
https://specials.priceless.com/mastercard/images/581d68df-9cab-4009-9d2b-9ee678f3a4cd.jpg,Malaysia,"Berjaya Times Square Hotel, Kuala Lumpur",Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Times_Square_Hotel__Kuala_Lumpur?Oid=202408140006&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/216cc3bb-8ca5-45a0-adb3-0e51693b1302.jpg,Malaysia,Berjaya Tioman Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Tioman_Resort?Oid=202408190001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/d417b0f2-abf6-45d5-9785-386ef5ca3d61.jpg,Malaysia,"Berjaya Waterfront Hotel, Johor Bahru",Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Waterfront_Hotel__Johor_Bahru?Oid=202408140009&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/7cb5e6789f6055dbddb4b01d63d420681727314952634.jpeg,United Arab Emirates,BEYOND THE BEACH,Receive 10% cash back on each purchase at BEYOND THE BEACH,https://specials.priceless.com/en-in/offers/BEYOND_THE_BEACH?Oid=202409260032&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/5ec8aad2-6826-48fa-bc3c-4d5337cf80d3.jpg,India,Bianca Home,10% off on Total Bill,https://specials.priceless.com/en-in/offers/Bianca_Home?Oid=202307280004&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/170fd4f5eb270a4a316f5fe6a42e02701727318448705.jpeg,Japan,BicCamera,"Spend JPY 17,500 (tax included) or more at BicCamera, get JPY 875 back. Priceless Specials Offer: Cards issued from selected countries can enjoy an additional 5% off + 10% tax-free.",https://specials.priceless.com/en-in/offers/BicCamera?Oid=202409260436&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/091d13d7eddaa88554466a9ba0a4f95d1541489013635.JPEG,Japan,BicCamera,5% off + 10% tax-free,https://specials.priceless.com/en-in/offers/BicCamera?Oid=201811061187&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/9feebc8be8f5109115f9d51a7b1dccff1727318153214.jpeg,United Kingdom,BICESTER VILLAGE,"Spend GBP 700 ore more at BICESTER VILLAGE, get GBP 70",https://specials.priceless.com/en-in/offers/BICESTER_VILLAGE?Oid=202409260399&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/f533bfe81c5df9d2d5e4c131659585291727319334741.jpeg,Turkey,Biz İstanbul,"Receive 5% cash back, up to TRY 1000, on your purchase at Biz Istanbul.",https://specials.priceless.com/en-in/offers/Biz_%C4%B0stanbul?Oid=202409260612&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/5c867a9d-6685-4122-8215-daf052d615db.png,Asia Pacific,BlockBar,Enjoy early bird access and concierge service,https://specials.priceless.com/en-in/offers/BlockBar?Oid=202407050003&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/abf3efda5ec167f1a15e915bbdfce6c51727319296856.jpeg,United States of America,Bloomingdale's,"Spend $350 or more at Bloomingdale's in-store, get $25 cash back",https://specials.priceless.com/en-in/offers/Bloomingdale's?Oid=202409260590&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/70b4ce7927bb5837b6e7aa51f13bb0671727318140867.jpeg,Hong Kong,Blooms Coffee,Receive 5% cash back on your purchase at Blooms Coffee.,https://specials.priceless.com/en-in/offers/Blooms_Coffee?Oid=202409260389&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/b86cbf3d50ce010a82065e9103d4d3cf1727315000741.jpeg,United Arab Emirates,BLUE OCEAN SPORTS TRAINING SERVICES,Receive 20% cash back on each purchase at BLUE OCEAN SPORTS TRAINING SERVICES,https://specials.priceless.com/en-in/offers/BLUE_OCEAN_SPORTS_TRAINING_SERVICES?Oid=202409260070&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/2da8912c-9440-441b-abbd-192b3d19edec.jpg,Taiwan,BlueBird Travel,Enjoy a store membership gift of 2 egg roll gift boxes,https://specials.priceless.com/en-in/offers/BlueBird_Travel?Oid=202406140009&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/81fe695ff4f7924641de7d83d3f105121727317586220.jpeg,France,Boggi Milano,"Spend EUR 350 or more at Boggi Milano, get EUR 70 cash back",https://specials.priceless.com/en-in/offers/Boggi_Milano?Oid=202409260255&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/1b944c8221431cba7f42718ed326ad361727318062385.jpeg,United Kingdom,Boggi Milano,"Spend GBP 350 or more at Boggi Milano, get GBP 70 cash back",https://specials.priceless.com/en-in/offers/Boggi_Milano?Oid=202409260323&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/9093454925528cb55f9e1eaeb5eef2be1727318068274.jpeg,Italy,Boggi Milano,"Spend EUR 350 or more at Boggi Milano, get EUR 70 cash back",https://specials.priceless.com/en-in/offers/Boggi_Milano?Oid=202409260328&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/892971b00c298e46ce8f1ee6f3ce85061727317599375.jpeg,Spain,Boggi Milano,"Spend EUR 350 or more at Boggi Milano, get EUR 70 cash back",https://specials.priceless.com/en-in/offers/Boggi_Milano?Oid=202409260264&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/51af64cb93ccc3181ed270b1cb5953181727315071102.jpeg,Austria,Boggi Milano,"Spend EUR 350 or more at Boggi Milano, get EUR 70 cash back",https://specials.priceless.com/en-in/offers/Boggi_Milano?Oid=202409260122&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/37dc50071f8329f2374a6af31181bc701727317653675.png,Fiji,BoneFish Seafood Restaurant,"Spend FJD 100 or more at BoneFish Seafood Restaurant, get FJD 10 cash back.",https://specials.priceless.com/en-in/offers/BoneFish_Seafood_Restaurant?Oid=202409260300&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/58c7f3f2a3b782385842f1d88180bc881727318130915.jpeg,Hong Kong,Bonjour Hong Kong,"Receive 5% cash back, up to HKD 1,000, on each purchase of HKD 1,000 or more at Bonjour Hong Kong.",https://specials.priceless.com/en-in/offers/Bonjour_Hong_Kong?Oid=202409260382&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/f27ba1f5519cef5b4fba59606eb312ad1727318555256.jpeg,Macao,Bonjour Macau,"Receive 5% cash back, up to MOP 1,000, on each purchase of MOP 1,000 or more at Bonjour Macau.",https://specials.priceless.com/en-in/offers/Bonjour_Macau?Oid=202409260519&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/dd0ac289-462a-44b8-b0ea-5a223c6acf51.jpg,Global,Booking.com,Up to 30% off selected accommodations,https://specials.priceless.com/en-in/offers/Booking_com_?Oid=202104150001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4528a760-68a5-4b12-af02-d301416dc15d.jpg,Global,Booking.com (Cashback),Earn up to 16% cashback to wallet,https://specials.priceless.com/en-in/offers/Booking_com_(Cashback)?Oid=202002270015&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/749eb6df-d0d1-4e40-b6bf-4a2737d0d81f.jpg,Malaysia,Boost Juice,Free Upsize on every drink order,https://specials.priceless.com/en-in/offers/Boost_Juice?Oid=202410270004&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/28c47778f8e33bd4f71cff0a8afb6c531727315065336.jpeg,Australia,Boost Juice Australia,"Spend AUD 15 or more at Boost Juice Australia, get AUD 5 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_Australia?Oid=202409260118&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c8ae5f784ef6fce2566bbdd795ecc9a41727318073276.jpeg,Indonesia,Boost Juice Indonesia,"Spend IDR 100,000 or more at Boost Juice Indonesia, get IDR 10,000 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_Indonesia?Oid=202409260332&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4e36658e42ec8032451c6bfd9882d3051727318482700.jpeg,Malaysia,Boost Juice Malaysia,"Spend MYR 25 or more at Boost Juice Malaysia, get MYR 2.50 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_Malaysia?Oid=202409260465&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/16500959152bd85fd2963c8f36c526761727318474273.jpeg,New Zealand,Boost Juice New Zealand,"Spend NZD 15 or more at Boost Juice New Zealand, get NZD 5 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_New_Zealand?Oid=202409260458&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/9be5fd8631efed3aac0a4e3bab90e72c1727318504810.jpeg,Singapore,Boost Juice Singapore,"Spend SGD 10 or more at Boost Juice Singapore, get SGD 1 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_Singapore?Oid=202409260482&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/cd9629c20fc96f36b0b00f378fb8e4cf1727319313322.jpeg,Thailand,Boost Juice Thailand,"Spend THB 200 or more at Boost Juice Thailand, get THB 20 cash back.",https://specials.priceless.com/en-in/offers/Boost_Juice_Thailand?Oid=202409260596&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/81f2a8d3133a700140cc3d546954d2ae1727319282210.jpeg,Turkey,Borsa Lokantasi,"Receive 5% cash back, up to TRY 1000, on your purchase at Borsa Lokantası.",https://specials.priceless.com/en-in/offers/Borsa_Lokantasi?Oid=202409260570&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/31606e49-0d24-4ebb-80e0-539594b15608.jpg,Singapore,Bossini x Global Blue,$30 off min. spend $250,https://specials.priceless.com/en-in/offers/Bossini_x_Global_Blue?Oid=202404040001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/5f061a099366cec612d66a8aa4c1bb171727317645065.jpeg,Spain,BOTANIA,"Spend EUR 60 or more at BOTANIA Restaurant, get EUR 5 cash back",https://specials.priceless.com/en-in/offers/BOTANIA?Oid=202409260295&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c2f09dfec57c305a85128c822025ce711727318532789.jpeg,,Bou Cafe,Receive 10% cash back on your purchase at Bou Cafe,https://specials.priceless.com/en-in/offers/Bou_Cafe?Oid=202409260503&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/6787c164858ca62201ca4d052f0173341727315044295.png,,Bourbon Hoteis e Resorts,Receive 3% cash back on each purchase at Bourbon Hoteis e Resorts,https://specials.priceless.com/en-in/offers/Bourbon_Hoteis_e_Resorts?Oid=202409260103&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/9dcc985ae2944cbe3838e78db450a6911727319330199.jpeg,Turkey,Boyner Buyuk Magazacilik,"Spend TRY 10,000 or more at Boyner Buyuk Magazacılık, get TRY 750 cash back",https://specials.priceless.com/en-in/offers/Boyner_Buyuk_Magazacilik?Oid=202409260609&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/400de8ce-46ba-4c65-9160-17f783fa3e6a.png,Myanmar,BreadTalk Myanmar,"Enjoy 5,000MMK off with minimum purchase of  20,000MMK",https://specials.priceless.com/en-in/offers/BreadTalk_Myanmar?Oid=202408280001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/1692d89ec8e7ff394be8213232ef49721727319337670.jpeg,Taiwan,BREEZE CENTER,"Spend TWD1,500 or more at BREEZE CENTER, get TWD150 cash back.",https://specials.priceless.com/en-in/offers/BREEZE_CENTER?Oid=202409260614&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/b7647574-1eea-40c3-9ad3-cae419ba9958.jpg,Taiwan,BREEZE CENTER,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_CENTER?Oid=202406120001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/20338b6d-4af9-41ff-87c5-81902ad72d0e.jpg,Taiwan,BREEZE NAN SHAN,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_NAN_SHAN?Oid=202406180008&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/2c23c2f2-ca54-4ae0-8940-759a34dc5fe1.jpg,Taiwan,BREEZE TAIPEI STATION,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_TAIPEI_STATION?Oid=202406070002&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/632d5cc8-6afc-4fdd-845f-778b707345d7.jpg,Taiwan,BREEZE XIN YI,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_XIN_YI?Oid=202406110002&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/823821a8-6860-4097-bc35-2a64a4934903.png,Global,Brilliant by Langham,Complimentary fast-track access to unlock exclusive Brilliant member privileges.,https://specials.priceless.com/en-in/offers/Brilliant_by_Langham?Oid=202402200001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/eff9173e-216b-4350-a3c8-c83509840619.jpg,Hong Kong,Britannia Study Link,10% off,https://specials.priceless.com/en-in/offers/Britannia_Study_Link?Oid=202202220001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/27f2ad4d1668b033f30dd71a9047ee6e1727319254516.jpeg,United States of America,Brooks Brothers,Spend $250 USD or more in store at Brooks Brothers and get $25 USD cash back,https://specials.priceless.com/en-in/offers/Brooks_Brothers?Oid=202409260546&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/5cc0e059-6bd5-4e8c-a222-bfc8ea55ac41.jpg,Hong Kong,Brooks Brothers,Enjoy HK$300 discount upon net offline/ online spending,https://specials.priceless.com/en-in/offers/Brooks_Brothers?Oid=202303270001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/cd57c2b4f16b4c979890301e355ffad01727319315964.jpeg,Turkey,Brooks Brothers,"Receive 20% cash back, up to TRY 20,000, when you spend TRY 30,000 or more at Brooks Brothers",https://specials.priceless.com/en-in/offers/Brooks_Brothers?Oid=202409260598&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/a72037d05ec308c4e3d88500d25010601727319270629.jpeg,United States of America,Brooks Brothers Online,"Spend USD 150 or more at Brooks Brothers Online, get USD 25 cash back",https://specials.priceless.com/en-in/offers/Brooks_Brothers_Online?Oid=202409260560&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/49b6df2c-394d-4cee-a8c7-aeaa51b96795.jpg,Myanmar,Bumrungrad Clinic Yangon,5% discount on check-up packages,https://specials.priceless.com/en-in/offers/Bumrungrad_Clinic_Yangon?Oid=202311280001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/1c355766-3861-47cd-a928-660a01a0d869.jpg,Laos,Burasari Heritage Luang Prabang,One Night Free,https://specials.priceless.com/en-in/offers/Burasari_Heritage_Luang_Prabang?Oid=202312150001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4b5075ce59ca81785f05c2ffa9d66f631727318079105.png,United Kingdom,Burberry,"Spend GBP 600 or more at Burberry, get GBP 75 cash back",https://specials.priceless.com/en-in/offers/Burberry?Oid=202409260337&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/79da7c60f898092cf56aabb1c3d820d71727319241235.jpeg,Turkey,BURGER KING,Receive 10% cash back on your purchase at Burger King,https://specials.priceless.com/en-in/offers/BURGER_KING?Oid=202409260534&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/81b0a7d0-3b91-4175-9063-8f52e0339be3.jpg,Myanmar,Burma Bistro,"Enjoy up to 10,000 MMK off",https://specials.priceless.com/en-in/offers/Burma_Bistro?Oid=202408220002&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/b05183469cb601b29be560c88ea535b61727314958557.png,,Buzios Beach Resort,"Spend R$ 2.000,00 or more at Buzios Beach Resort, get R$ 70,00 cash back.",https://specials.priceless.com/en-in/offers/Buzios_Beach_Resort?Oid=202409260037&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/f3ab68fd-eea9-458e-8813-ba043cc3449b.jpg,Myanmar,Byblos Pud & Grill,5% discount on total bill,https://specials.priceless.com/en-in/offers/Byblos_Pud___Grill?Oid=202405130002&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/3347cb53e607fa857f843256fd89eab21727318558317.jpeg,Japan,byFood.com,"Spend JPY 10,000 or more on booking at byFood.com, get JPY 1,000 cash back.",https://specials.priceless.com/en-in/offers/byFood_com?Oid=202409260521&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/a8d53d138a98ae9bf5e1a80a1b20ff5a1727319249477.jpeg,United States of America,Caesars,"Spend $300 or more at a Caesars Rewards Destination, get $30 cash back",https://specials.priceless.com/en-in/offers/Caesars?Oid=202409260541&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/16435f770b24b9a5f80e8c697b7780e61727315062611.png,Austria,Cafe Museum,"Spend EUR 50 or more at Cafe Museum, get EUR 5 cash back.",https://specials.priceless.com/en-in/offers/Cafe_Museum?Oid=202409260116&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/66c3f70583b11f11d24c2d18168a8a3d1727318139410.png,United Kingdom,Caffe Nero,Receive 10% cash back on your purchase at Caffe Nero,https://specials.priceless.com/en-in/offers/Caffe_Nero?Oid=202409260388&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4b72ee051063e27bd9a9f894ecfc21791727318132260.jpeg,Italy,campania artecard,Receive 5% cash back on each purchase at campania>artecard,https://specials.priceless.com/en-in/offers/campania_artecard?Oid=202409260383&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c398d2b6e231457da8b8f3a6d786142e1727317565435.jpeg,France,CAMPER,"Spend EUR 200 or more at CAMPER, get EUR 15 cash back",https://specials.priceless.com/en-in/offers/CAMPER?Oid=202409260241&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/b39f642f986e661c7668f09963618b651727314959726.jpeg,Austria,CAMPER,"Spend EUR 200 or more at CAMPER, get EUR 15 cash back",https://specials.priceless.com/en-in/offers/CAMPER?Oid=202409260038&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/5a3bf0c15609d793616630bc847d46bc1727318066972.jpeg,Italy,CAMPER,Spend EUR 200 or more at CAMPER get EUR 15 cash back.,https://specials.priceless.com/en-in/offers/CAMPER?Oid=202409260327&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4f7a09b5a3391c587ea474751140c8fb1727317663216.jpeg,Spain,CAMPER,"Spend EUR 200 or more at CAMPER, get EUR 15 cash back.",https://specials.priceless.com/en-in/offers/CAMPER?Oid=202409260306&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c67461cb-8c38-46ba-8374-7ac8ac9080f6.jpg,India,Canoopi,8% off,https://specials.priceless.com/en-in/offers/Canoopi?Oid=202410220011&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/2f3c6d48-53bd-4484-8d7b-8bb5ea143832.jpg,,Canopy By Hilton Reykjavik City Centre,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Canopy_By_Hilton_Reykjavik_City_Centre?Oid=202408200004&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/a114e8d48dbc4ee625eff9c43c9abc361727314974090.png,United Arab Emirates,Canopy Collection by Hilton,"Spend AED 1000 or more at Canopy by Hilton properties, get AED 100 cash back.",https://specials.priceless.com/en-in/offers/Canopy_Collection_by_Hilton?Oid=202409260049&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/f3d14566c3e30b3bf754f238a343e6181727317611179.png,Fiji,Cantina Grill & Bar,"Spend FJD 100 or more at Cantina Grill & Bar, get FJD 10 cash back.",https://specials.priceless.com/en-in/offers/Cantina_Grill___Bar?Oid=202409260272&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4e3bee4e-f754-44c1-a853-3339f2e08868.jpg,"Australia, China, Indonesia, Singapore, Thailand, Vietnam",Capella Hotels and Resorts,One Night Free,https://specials.priceless.com/en-in/offers/Capella_Hotels_and_Resorts?Oid=202303220001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/fd62b3d7-3038-4d4e-a07a-d8d50386ecaa.jpg,India,Caprese,"15% off on Minimum Purchase Value of Rs. 2500 & Above, Maximum off Rs. 600",https://specials.priceless.com/en-in/offers/Caprese?Oid=202408300005&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/cc492d7d-3fd8-4fea-9038-392f67922576.jpg,Malaysia,Capri by Fraser Bukit Bintang,20% off Best Flexible rates,https://specials.priceless.com/en-in/offers/Capri_by_Fraser_Bukit_Bintang?Oid=202410270005&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/be0d3132-61cf-4e38-8a43-45ccd05fdb37.jpg,Malaysia,Capri by Fraser Johor Bahru,20% off Best Flexible rates,https://specials.priceless.com/en-in/offers/Capri_by_Fraser_Johor_Bahru_?Oid=202410250004&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/45c0a0385ffa6ee80befec8d510450991727317557542.jpeg,Spain,CARBON NEGRO,"Spend EUR 120 or more at CARBON NEGRO Restaurant, get EUR 8 cash back",https://specials.priceless.com/en-in/offers/CARBON_NEGRO?Oid=202409260235&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/605231d23bad9b86fa45e8783e2979091727319327622.jpeg,Turkey,CarrefourSA,"Spend TRY 1500 or more at CarrefourSA, get TRY 100 cash back",https://specials.priceless.com/en-in/offers/CarrefourSA?Oid=202409260607&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/90125ff0fa29c4440c529c7e9e86e19e1727318055552.png,Italy,Casati 18,"Receive 5% cash back on each purchase at Casati 18, WorldHotels",https://specials.priceless.com/en-in/offers/Casati_18?Oid=202409260316&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/001e3e89-e121-4ff0-8397-f7aa95927380.JPG,"Indonesia, Thailand",Cassia,"One Night Free at Cassia (Stay for 3 Nights, Pay for 2 Nights)",https://specials.priceless.com/en-in/offers/Cassia?Oid=202312280417&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/a2b5f90cd3bcf6549d8f43c096363a161727318133922.png,Italy,CASTEL GUELFO THE STYLE OUTLETS,"Receive 5% cash back on each purchase at Castel Guelfo, The Style Outlets.",https://specials.priceless.com/en-in/offers/CASTEL_GUELFO_THE_STYLE_OUTLETS?Oid=202409260384&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/4724a4176674bfa88a76a354ae61c5d91727317544080.jpeg,Spain,CASTIZO,"Spend EUR 60 or more at CASTIZO's Restaurants, get EUR 5 cash back.",https://specials.priceless.com/en-in/offers/CASTIZO?Oid=202409260224&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/64d4a4ed-aed6-4a88-904e-4a9f643ec7c6.jpg,"Laos, Thailand",Centara Hotels & Resorts,Enjoy one night free at participating properties,https://specials.priceless.com/en-in/offers/Centara_Hotels___Resorts?Oid=202006080008&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/0e8d7278-3af1-4d5a-b9c1-8e0e60f7e053.jpg,Global,CentaraThe1,Complimentary fast-track for more exclusive member benefits and rewards,https://specials.priceless.com/en-in/offers/CentaraThe1?Oid=202405160001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/034f6a47e616a564a9e3c01b68e0d2fc1727314498111.jpeg,Thailand,Central Department Store,"Spend THB 5,000 or more at participating Central Department Store branches, get THB 375 cash back.",https://specials.priceless.com/en-in/offers/Central_Department_Store?Oid=202409260015&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/90779855af79ca2ba84182a3fe10587e1727315017980.jpeg,United Arab Emirates,CHA CHA BOATS,Receive 20% cash back on each purchase at CHA CHA BOATS,https://specials.priceless.com/en-in/offers/CHA_CHA_BOATS?Oid=202409260083&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/318f4890-c388-40e7-a9d6-575ac4915997.jpg,Taiwan,cha FOR TEA,"Enjoy a 5% discount on single-transactions of NT$1,000 or more",https://specials.priceless.com/en-in/offers/cha_FOR_TEA_?Oid=202406120016&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/60530ed4-6d8c-49f8-8439-a51d2cddfe2f.jpg,Taiwan,CHAFFEE,"Enjoy a 5% discount on single-transactions of NT$1,000 or more",https://specials.priceless.com/en-in/offers/CHAFFEE?Oid=202406120017&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/18074c7d-6640-44fd-a2aa-ee8ce2e08557.jpg,Singapore,Changi Airport Group - Mastercard Delights,Receive tenant vouchers every month with min. spend of S$250 at Changi Airport with Mastercard,https://specials.priceless.com/en-in/offers/Changi_Airport_Group_-_Mastercard_Delights?Oid=202405310001&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/e9c2624cf65a2eff42292f08af71a9261727318468280.jpeg,Singapore,Changi Airport Singapore,"Spend SGD 100 or more with participating locations at Changi Airport, get SGD 5 cash back.",https://specials.priceless.com/en-in/offers/Changi_Airport_Singapore?Oid=202409260453&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/d623cba30da1d4ba0fe6cd3da91ea63a1727317608014.jpeg,Canada,Chelsea Hotel Toronto,"Spend CAD750 or more at Chelsea Hotel Toronto, get CAD100 cash back",https://specials.priceless.com/en-in/offers/Chelsea_Hotel_Toronto?Oid=202409260270&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c117597ca5a4a1e2ea07dd7a955e01f61727318436371.jpeg,New Zealand,Chemist Warehouse,"Spend NZD 100 or more at Chemist Warehouse, get NZD 10 cash back.",https://specials.priceless.com/en-in/offers/Chemist_Warehouse?Oid=202409260425&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/c117597ca5a4a1e2ea07dd7a955e01f61727318436371.jpeg,New Zealand,Chemist Warehouse Online,"Spend NZD 100 or more at Chemist Warehouse Online, get NZD 10 cash back.",https://specials.priceless.com/en-in/offers/Chemist_Warehouse_Online?Oid=202409260464&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/b6331d7cfa854dca8b9780dae30150941727314999523.jpeg,Australia,"Chemist Warehouse, My Chemist and Beauty Spot","Spend AUD 100 or more at at Chemist Warehouse, My Chemist or Beauty Spot, get AUD 5 cash back.",https://specials.priceless.com/en-in/offers/Chemist_Warehouse__My_Chemist_and_Beauty_Spot?Oid=202409260069&issuerId=201810190015&productId=201810200124
https://specials.priceless.com/mastercard/images/47b9c49d-ab9b-4b45-a587-375aa04bb7c3.jpg,Taiwan,ChenYunPaoChuan,"Enjoy a 5% discount on single-transactions of NT$1,000 or more",https://specials.priceless.com/en-in/offers/ChenYunPaoChuan?Oid=202406140005&issuerId=201810190015&productId=201810200124
