Image,Country,Title,Offers,Link
https://specials.priceless.com/mastercard/images/349c30db-de72-46e8-aeb3-88026790f8ac.jpg,Singapore,Adventure Cove Waterpark,Mastercard Exclusive Adventure Cove Waterpark Package from SGD35 (Singapore Residents) / SGD44 (Non-Singapore Residents),https://specials.priceless.com/en-in/offers/Adventure_Cove_Waterpark?Oid=202409090002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/0e474ff0-64c6-41d1-942d-eab02eb695f2.jpg,Singapore,Adventure Cove Waterpark,Programme Description: Mastercard Exclusive Adventure Cove Waterpark Package from SGD80 (SG Residents),https://specials.priceless.com/en-in/offers/Adventure_Cove_Waterpark_?Oid=202410250018&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/14fcb2ed-30d0-4041-81e7-a562a03767d3.jpg,Global,AECC Global,Overseas Education Student Program - Receive a $100 Amazon gift voucher for every successful applicant,https://specials.priceless.com/en-in/offers/AECC_Global?Oid=201904110001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/d7267e1c-d1eb-4e86-ab72-71a4a61ac24e.jpg,Global,Agoda,Enjoy up to 12% instant discount on hotel bookings worldwide,https://specials.priceless.com/en-in/offers/Agoda?Oid=202111300015&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/8fc3c9ca-4156-4239-84e8-1d046d2b356b.jpg,Global,Airalo,15% discount on all Airalo eSIMs purchase and top-ups on Airalo’s website and app,https://specials.priceless.com/en-in/offers/Airalo?Oid=202304260001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/e2258459-224a-4968-b660-b7c96c218f6b.jpg,India,AJIO,Extra up to Rs. 1000 off on minimum order value of Rs. 2999,https://specials.priceless.com/en-in/offers/AJIO?Oid=202303060350&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/d4b341c7-20b0-4e67-bb10-938412be5399.jpg,India,Akbar Travels,10% off on Domestic Holidays,https://specials.priceless.com/en-in/offers/Akbar_Travels?Oid=202408190013&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/8bb47e0b-3767-4efe-b128-f2408b3d01ac.jpg,,Alda Hotel Reykjavik,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Alda_Hotel_Reykjavik?Oid=202408200007&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/121365a3-e8ea-4948-9f0c-c8326b2068ad.jpg,"Laos, Malaysia, Sri Lanka, Thailand",Amari,One Night Free with a minimum 3-night stay,https://specials.priceless.com/en-in/offers/Amari?Oid=202410150002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/3d15fedd-89de-45c8-814e-15af45f7bca1.jpg,Maldives,Amilla Maldives,25% Off On Accommodation,https://specials.priceless.com/en-in/offers/Amilla_Maldives?Oid=202410150009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/419a104c-d3d5-4827-b3b7-0862da4d5771.jpg,Taiwan,Amis Mochi,Enjoy a 5% discount on store-made products,https://specials.priceless.com/en-in/offers/Amis_Mochi?Oid=202406170009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/42cffab6-bbc0-4bdf-856d-0f4fb8c442f9.png,"Africa and Middle East, Asia Pacific",Anantara Hotels & Resorts,Enjoy one additional free night with your booking,https://specials.priceless.com/en-in/offers/Anantara_Hotels___Resorts?Oid=201905220002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/bfc2af8f-30a9-451e-b9e4-c033cf81c83f.jpg,Maldives,Anantara Kihavah,30% Off On Accommodation,https://specials.priceless.com/en-in/offers/Anantara_Kihavah_?Oid=202410160001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/a8296ef6-6ad3-47ba-9fbf-2d0e2b2d3727.JPG,"Africa and Middle East, Asia Pacific, Greece",Angsana,"One Night Free at Angsana (Stay for 3 Nights, Pay for 2 Nights)",https://specials.priceless.com/en-in/offers/Angsana?Oid=202312280416&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/06702280-584e-4f43-be04-7bd3ded324d2.jpg,Maldives,Angsana Velavaru,Dive into priceless experiences in the Maldives at Angsana Velavaru,https://specials.priceless.com/en-in/offers/Angsana_Velavaru_?Oid=202408270002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/f34fb38e-d3f6-4769-91ad-56ee49c3769c.jpg,Malaysia,ANSA Hotel Kuala Lumpur,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/ANSA_Hotel_Kuala_Lumpur?Oid=202408190003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/2ee0b934-c4df-49af-a386-901702b75b4d.jpg,Japan,ANSA Okinawa Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/ANSA_Okinawa_Resort?Oid=202408190010&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/3ffcd14a-c688-4482-a5f2-45c18722a356.jpg,India,Anytime Fitness,15% off on Annual Membership (on Rack Rate),https://specials.priceless.com/en-in/offers/Anytime_Fitness?Oid=202407180004&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/088bc19c-0fcc-456c-888a-22d19d2d9783.jpg,India,Apollo 24 7,"12% off on Minimum Order Value of Rs. 800 on Pharma, Maximum off Rs. 300",https://specials.priceless.com/en-in/offers/Apollo_24_7?Oid=202405300002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/4fe2b8f1-aaaf-4332-9e90-2c5b98930dff.jpg,Global,Apollo 24 7,"30% off on Total Bill, Maximum off Rs. 1000",https://specials.priceless.com/en-in/offers/Apollo_24_7?Oid=202406210005&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1f28552a-d936-4211-94bb-659ae2202c8b.jpg,India,Apollo Hospital,25% off on Apollo ProHealth Health Checkups,https://specials.priceless.com/en-in/offers/Apollo_Hospital?Oid=202406140003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/4aabe047-711a-42e5-9b88-e94650d181c9.jpg,India,Apollo Pharmacy,Up to 15% off at Apollo Pharmacy,https://specials.priceless.com/en-in/offers/Apollo_Pharmacy?Oid=202306090001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/ae15063d-48fb-4a61-8603-3a938ef1fd53.jpg,Myanmar,Archway Bistro,Enjoy 15% off on total bill,https://specials.priceless.com/en-in/offers/Archway_Bistro?Oid=202409090003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/54f63849-2b13-4df3-a6c9-daf9aed784ef.jpg,Maldives,Avani + Fares Maldives,35% Off On Accommodation,https://specials.priceless.com/en-in/offers/Avani___Fares_Maldives?Oid=202410160002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/58a64f9a-2382-4c75-bcce-38a594930785.png,"Africa and Middle East, Asia Pacific",Avani Hotels & Resorts,Enjoy one additional free night with your booking,https://specials.priceless.com/en-in/offers/Avani_Hotels___Resorts?Oid=201905220003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/07cb0b8a-9cca-4541-b34e-a26a6a2b9ff2.jpg,India,AVIS,Get discount up to 35% on the car rental services,https://specials.priceless.com/en-in/offers/AVIS?Oid=202407260002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1d91d9f3-03fd-4c51-8b39-c3986f56254c.jpg,Global,Avis Car Rental,Enjoy up to 35% off standard rates,https://specials.priceless.com/en-in/offers/Avis_Car_Rental?Oid=201912260042&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/ac6bc3ec-3caf-4e82-836e-97a3f7007dff.jpg,India,Awfis,20% off on Meeting Rooms & Flexi Seats,https://specials.priceless.com/en-in/offers/Awfis?Oid=202305120005&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/93e9d7d4-8429-4783-8d7d-57d82ef8d3cf.jpg,Hong Kong,ba&sh,"12% off sitewide, including sale items",https://specials.priceless.com/en-in/offers/ba_sh?Oid=202312180001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/93d9f8df-53f2-4488-9c1a-7421b99287e4.JPG,"Africa and Middle East, Asia Pacific",Banyan Tree,"One Night Free at Banyan Tree (Stay for 3 Nights, Pay for 2 Nights)",https://specials.priceless.com/en-in/offers/Banyan_Tree?Oid=202312280415&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1fcb9d7a-3edc-4c50-8b84-714f825576fb.jpg,Myanmar,Bar Castle,10% discount on total bill,https://specials.priceless.com/en-in/offers/Bar_Castle?Oid=202405130005&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/ddbc5c06-8c64-4f57-a91c-6a6162d294c6.jpg,India,Barbeque Nation,Tap & Go with Mastercard to avail instant discount of 10% on your bill,https://specials.priceless.com/en-in/offers/Barbeque_Nation?Oid=202410300001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/10b170f8-8d71-4985-aad2-8006ff0988cd.jpg,India,Bare Necessities,12% off on Total Bill,https://specials.priceless.com/en-in/offers/Bare_Necessities?Oid=202404160001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/c52f02ef-3ca2-4722-a98a-3dfcd47e4445.jpg,India,Barista,Tap & Go with Mastercard for flat Rs.75 off on a bill value of Rs.500 and above,https://specials.priceless.com/en-in/offers/Barista?Oid=202410250003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/c9eb0a1d-c740-4709-b741-3009cbfec056.jpg,Myanmar,BATH & KITCHEN,Enjoy 10% off all products,https://specials.priceless.com/en-in/offers/BATH___KITCHEN?Oid=202403130002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/b3205151-1253-441e-a7c4-4baff476df62.jpg,Singapore,Bedrock - Festive Platters,10% off Festive Platters at Bedrock Origin and Bedrock Bar & Grill,https://specials.priceless.com/en-in/offers/Bedrock_-_Festive_Platters?Oid=202411060001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/2eeeeb10-fc81-425a-b94c-a7cd5ff0f59e.jpg,Singapore,Bedrock Bar & Grill,Earn up to 17% Dollars $ rebates and access to exclusive vouchers,https://specials.priceless.com/en-in/offers/Bedrock_Bar___Grill?Oid=202209120002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/8255885d-fb33-4583-a327-dae6b1fc8f36.png,Singapore,Bedrock Bar & Grill - Free Islandwide Delivery,Free island-wide delivery with $120 spend & above with Mastercard,https://specials.priceless.com/en-in/offers/Bedrock_Bar___Grill_-_Free_Islandwide_Delivery?Oid=202407040001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/93959c1c-639e-414b-a838-3d7ee0b8e9d5.png,Singapore,Bedrock Origin,Earn up to 17% Dollars $ rebates and access to exclusive vouchers,https://specials.priceless.com/en-in/offers/Bedrock_Origin?Oid=202209120003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/c83d46bc-6a1b-4f74-ad2c-6d825196133d.jpg,Taiwan,BEE FARMER,"Enjoy a 5% discount on single-transactions of NT$1,880 or more",https://specials.priceless.com/en-in/offers/BEE_FARMER?Oid=202406140004&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/909fc8b2-bf5e-4a5e-9201-20d5f320e5a8.jpg,India,Behrouz Biryani,Rs. 120 off on Minimum Purchase Value of Rs. 249,https://specials.priceless.com/en-in/offers/Behrouz_Biryani?Oid=202403110005&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/046d20e3-450f-41c3-9192-6d2a18cb4ac3.jpg,China,Beijing Subway,"Enjoy up to 100% rebate on subway fare in Beijing China by tapping Mastercard to pay for the subway fare, up to CNY20 cashback for a single transaction",https://specials.priceless.com/en-in/offers/Beijing_Subway_?Oid=202410090001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/8d17a5ad-08da-4f73-98a8-18bc85cfc395.jpg,,Berjaya Akureyri Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Akureyri_Hotel?Oid=202408200008&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/c1c46fd6-92d3-4138-998e-802190983ded.jpg,,Berjaya Beau Vallon Bay Resort & Casino,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Beau_Vallon_Bay_Resort___Casino?Oid=202408190007&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/b1528d77-013f-46ab-a44c-067b1afd3d06.jpg,United Kingdom,Berjaya Eden Park London Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Eden_Park_London_Hotel?Oid=202408190009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1f050ab4-a0f0-4968-aa52-62b4fcc67666.jpg,Japan,Berjaya Hakkoda Ski Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Hakkoda_Ski_Resort?Oid=202408190011&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/18a500c0-f646-4a55-99cc-cf24ec5658c8.jpg,,Berjaya Hérað Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_H%C3%A9ra%C3%B0_Hotel?Oid=202408200009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/705b9b37-a09d-4ebe-b092-e327809d6774.jpg,,Berjaya Höfn Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_H%C3%B6fn_Hotel?Oid=202408200012&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/6b1f6aaf-1f56-4ef8-9f8d-49ab3210bd80.jpg,Sri Lanka,Berjaya Hotel Colombo,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Hotel_Colombo?Oid=202408190006&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/149afb9c-f6e1-43f1-9070-534fc0f0901c.jpg,Malaysia,Berjaya Langkawi Resort,Enjoy 10% off on In-Room Dining,https://specials.priceless.com/en-in/offers/Berjaya_Langkawi_Resort?Oid=202410300003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/d5f45fd8-09b6-4d14-8c22-519a425d6653.jpg,Malaysia,Berjaya Langkawi Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Langkawi_Resort?Oid=202408180003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/03ba8c56-1b02-4f61-a2b5-e0b31c48757b.jpg,Philippines,Berjaya Makati Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Makati_Hotel?Oid=202408190005&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/95d1374a-293b-4a8e-be8b-0356e86aaab7.jpg,,Berjaya Mývatn Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_M%C3%BDvatn_Hotel?Oid=202408200011&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/ce41775c-4151-44ba-84b7-e44b6cf59ac9.jpg,Malaysia,Berjaya Penang Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Penang_Hotel?Oid=202408140010&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/ccf46131-7da7-41e3-a9ce-f3c824cab402.jpg,,Berjaya Praslin Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Praslin_Resort?Oid=202408190008&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/3110d3d0-3c7c-4209-878d-6d7eccd18c58.jpg,,Berjaya Reykjavík Marina Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Reykjav%C3%ADk_Marina_Hotel?Oid=202408200002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/7d8c3ab8-5ac6-436e-955c-ce1050037c9b.jpg,,Berjaya Reykjavík Natura Hotel,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Reykjav%C3%ADk_Natura_Hotel?Oid=202408200001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/581d68df-9cab-4009-9d2b-9ee678f3a4cd.jpg,Malaysia,"Berjaya Times Square Hotel, Kuala Lumpur",Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Times_Square_Hotel__Kuala_Lumpur?Oid=202408140006&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/216cc3bb-8ca5-45a0-adb3-0e51693b1302.jpg,Malaysia,Berjaya Tioman Resort,Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Tioman_Resort?Oid=202408190001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/d417b0f2-abf6-45d5-9785-386ef5ca3d61.jpg,Malaysia,"Berjaya Waterfront Hotel, Johor Bahru",Enjoy up to 30% off,https://specials.priceless.com/en-in/offers/Berjaya_Waterfront_Hotel__Johor_Bahru?Oid=202408140009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/5ec8aad2-6826-48fa-bc3c-4d5337cf80d3.jpg,India,Bianca Home,10% off on Total Bill,https://specials.priceless.com/en-in/offers/Bianca_Home?Oid=202307280004&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/091d13d7eddaa88554466a9ba0a4f95d1541489013635.JPEG,Japan,BicCamera,5% off + 10% tax-free,https://specials.priceless.com/en-in/offers/BicCamera?Oid=201811061187&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/5c867a9d-6685-4122-8215-daf052d615db.png,Asia Pacific,BlockBar,Enjoy early bird access and concierge service,https://specials.priceless.com/en-in/offers/BlockBar?Oid=202407050003&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/2da8912c-9440-441b-abbd-192b3d19edec.jpg,Taiwan,BlueBird Travel,Enjoy a store membership gift of 2 egg roll gift boxes,https://specials.priceless.com/en-in/offers/BlueBird_Travel?Oid=202406140009&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/0aaaf428-7a09-4611-83b8-33f824f58e6f.jpg,Malaysia,Boarding Gate,15% off total bill with min spend of RM300,https://specials.priceless.com/en-in/offers/Boarding_Gate_?Oid=202410280006&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/dd0ac289-462a-44b8-b0ea-5a223c6acf51.jpg,Global,Booking.com,Up to 30% off selected accommodations,https://specials.priceless.com/en-in/offers/Booking_com_?Oid=202104150001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1af8e75e-6951-442c-ab67-c27b4d389733.jpg,Global,Booking.com (Cashback),Earn up to 16% cashback to wallet,https://specials.priceless.com/en-in/offers/Booking_com_(Cashback)?Oid=202002270015&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/9fb80356-da14-4998-90cf-59e2b2a996cc.jpg,Global,Booking.com (HK Cashback),可享賺取16% 的 Booking.com Wallet 點數回饋,https://specials.priceless.com/en-in/offers/Booking_com_(HK_Cashback)?Oid=202411200791&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/749eb6df-d0d1-4e40-b6bf-4a2737d0d81f.jpg,Malaysia,Boost Juice,Free Upsize on every drink order,https://specials.priceless.com/en-in/offers/Boost_Juice?Oid=202410270004&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/31606e49-0d24-4ebb-80e0-539594b15608.jpg,Singapore,Bossini x Global Blue,$30 off min. spend $250,https://specials.priceless.com/en-in/offers/Bossini_x_Global_Blue?Oid=202404040001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/4e59ee1a-6b8d-4a4e-a4ee-b93bd0314bdd.jpg,Malaysia,Bratpack,Enjoy additional 10% off storewide,https://specials.priceless.com/en-in/offers/Bratpack?Oid=202410270007&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/d3aad2d7-5744-4140-9b25-ba401dab6d46.jpg,Malaysia,Braun Buffel,10% off regular-priced items,https://specials.priceless.com/en-in/offers/Braun_Buffel?Oid=202410270015&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/400de8ce-46ba-4c65-9160-17f783fa3e6a.png,Myanmar,BreadTalk Myanmar,"Enjoy 5,000MMK off with minimum purchase of  20,000MMK",https://specials.priceless.com/en-in/offers/BreadTalk_Myanmar?Oid=202408280001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/b7647574-1eea-40c3-9ad3-cae419ba9958.jpg,Taiwan,BREEZE CENTER,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_CENTER?Oid=202406120001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/20338b6d-4af9-41ff-87c5-81902ad72d0e.jpg,Taiwan,BREEZE NAN SHAN,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_NAN_SHAN?Oid=202406180008&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/2c23c2f2-ca54-4ae0-8940-759a34dc5fe1.jpg,Taiwan,BREEZE TAIPEI STATION,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_TAIPEI_STATION?Oid=202406070002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/632d5cc8-6afc-4fdd-845f-778b707345d7.jpg,Taiwan,BREEZE XIN YI,Enjoy a 10% discount at designated dining counters,https://specials.priceless.com/en-in/offers/BREEZE_XIN_YI?Oid=202406110002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/823821a8-6860-4097-bc35-2a64a4934903.png,Global,Brilliant by Langham,Complimentary fast-track access to unlock exclusive Brilliant member privileges.,https://specials.priceless.com/en-in/offers/Brilliant_by_Langham?Oid=202402200001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/eff9173e-216b-4350-a3c8-c83509840619.jpg,Hong Kong,Britannia Study Link,10% off,https://specials.priceless.com/en-in/offers/Britannia_Study_Link?Oid=202202220001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/5cc0e059-6bd5-4e8c-a222-bfc8ea55ac41.jpg,Hong Kong,Brooks Brothers,Enjoy HK$300 discount upon net offline/ online spending,https://specials.priceless.com/en-in/offers/Brooks_Brothers?Oid=202303270001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/49b6df2c-394d-4cee-a8c7-aeaa51b96795.jpg,Myanmar,Bumrungrad Clinic Yangon,5% discount on check-up packages,https://specials.priceless.com/en-in/offers/Bumrungrad_Clinic_Yangon?Oid=202311280001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/1c355766-3861-47cd-a928-660a01a0d869.jpg,Laos,Burasari Heritage Luang Prabang,One Night Free,https://specials.priceless.com/en-in/offers/Burasari_Heritage_Luang_Prabang?Oid=202312150001&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/81b0a7d0-3b91-4175-9063-8f52e0339be3.jpg,Myanmar,Burma Bistro,"Enjoy up to 10,000 MMK off",https://specials.priceless.com/en-in/offers/Burma_Bistro?Oid=202408220002&issuerId=201810190007&productId=201810200039
https://specials.priceless.com/mastercard/images/f3ab68fd-eea9-458e-8813-ba043cc3449b.jpg,Myanmar,Byblos Pud & Grill,5% discount on total bill,https://specials.priceless.com/en-in/offers/Byblos_Pud___Grill?Oid=202405130002&issuerId=201810190007&productId=201810200039
